ParticipantID,Trial,SaccadeNo,StartTime,EndTime,Duration,StartX,StartY,EndX,EndY,PeakVelocity,MeanVelocity,Blink,Direction,Amplitude,EyeUsed,Task
Jakob2,9,101,27638,27680,44,669.9,153.4,1010,71.6,293.55,172.04,false,RIGHT,7.57,LEFT,Visual Search
Jakob2,9,102,28010,28050,42,1011.1,66.6,729.5,54.3,322.36,142.98,false,LEFT,6.02,LEFT,Visual Search
Jakob2,9,103,28154,28206,54,735.5,53.3,132,62.5,472.45,234.68,false,LEFT,12.48,LEFT,Visual Search
Jakob2,9,104,28390,28476,88,158.2,83.4,1231.1,823.8,631.08,353.04,false,RIGHT,28.1,LEFT,Visual Search
Jakob2,9,105,28678,28700,24,1232.2,821.9,1350.3,776.2,183.02,104.05,false,RIGHT,2.57,LEFT,Visual Search
Jakob2,9,106,29168,29186,20,1379.9,778.1,1465,756.7,145.15,85.5,false,RIGHT,1.74,LEFT,Visual Search
Jakob2,9,107,29348,29378,32,1450.6,770.1,1242.9,922.1,327,168.96,false,LEFT,5.36,LEFT,Visual Search
Jakob2,9,108,29702,29738,38,1260.2,908,1444.3,963.5,225.28,100.85,false,RIGHT,3.75,LEFT,Visual Search
Jakob2,9,109,30034,30050,18,1436.8,965.5,1365.9,998.6,114.79,82.06,false,LEFT,1.53,LEFT,Visual Search
Jakob2,9,110,30198,30236,40,1356.7,1005.9,960.4,1007,383.92,192.61,false,LEFT,7.64,LEFT,Visual Search
Jakob2,9,111,30500,30516,18,967.5,1018.9,902.3,1000.2,97.29,70.88,false,LEFT,1.34,LEFT,Visual Search
Jakob2,9,112,30772,30784,14,904.8,996.7,866.1,1019.3,75.45,59.42,false,LEFT,0.91,LEFT,Visual Search
Jakob2,9,113,30940,30978,40,870.9,1022.4,522,1017.8,322.98,170.31,false,LEFT,6.78,LEFT,Visual Search
Jakob2,9,114,31208,31260,54,539.7,1028.1,1354.6,829.7,504.04,311.39,false,RIGHT,16.46,LEFT,Visual Search
Jakob2,9,115,31448,31462,16,1387.2,825.9,1378.4,788.9,66.05,52.36,false,UP,0.88,LEFT,Visual Search
Jakob2,9,116,31580,31584,6,1386.2,786.4,1389.4,776.6,34.61,29.9,false,.,0.24,LEFT,Visual Search
Jakob2,9,117,31696,31716,22,1387.7,778,1469.8,723.2,144.82,95.01,false,RIGHT,2.06,LEFT,Visual Search
Jakob2,9,118,31986,32000,16,1483.2,713,1432.5,691.7,86.15,63.06,false,LEFT,1.11,LEFT,Visual Search
Jakob2,9,119,32302,32320,20,1443,695.1,1360.2,681.9,124.98,79.65,false,LEFT,1.67,LEFT,Visual Search
Jakob2,9,120,32634,32676,44,1370.3,674.6,912.4,651.8,373.36,212.22,false,LEFT,9.29,LEFT,Visual Search
Jakob2,9,121,32994,33038,46,923.4,649.2,522.7,625.1,326.58,178.44,false,LEFT,8.25,LEFT,Visual Search
Jakob2,9,122,33248,33286,40,546.1,627.5,256.4,693.3,254.43,151.3,false,LEFT,6.03,LEFT,Visual Search
Jakob2,9,123,33458,33478,22,254.1,688.6,141.4,705.1,150.73,99.77,false,LEFT,2.23,LEFT,Visual Search
Jakob2,9,124,33800,33838,40,127.1,708.4,470.6,664.9,347.83,173.89,false,RIGHT,6.86,LEFT,Visual Search
Jakob2,9,126,34304,34318,16,17.5,702.9,67.3,694.8,74.41,55.22,false,RIGHT,0.97,LEFT,Visual Search
Jakob2,9,127,34648,34678,32,64,698.6,227,826.9,245.63,136.78,false,RIGHT,4.33,LEFT,Visual Search
Jakob2,9,128,35126,35164,40,247.5,841.7,587.2,813,288.77,173.23,false,RIGHT,6.71,LEFT,Visual Search
Jakob2,9,129,35398,35418,22,623.4,817.5,725.8,809.1,153.11,91.81,false,RIGHT,2.07,LEFT,Visual Search
Jakob2,9,130,35652,35690,40,738.1,814.6,1158.1,792.8,363.92,213.07,false,RIGHT,8.46,LEFT,Visual Search
Jakob2,9,131,35886,35904,20,1174.2,804.6,1104.5,778.4,117.12,72.18,false,LEFT,1.53,LEFT,Visual Search
Jakob2,9,132,36162,36174,14,1112.8,782.4,1075.6,793.5,66.55,52.49,false,LEFT,0.79,LEFT,Visual Search
Jakob2,9,133,36420,36458,40,1070,779.7,1261,693.2,189.09,109.02,false,RIGHT,4.37,LEFT,Visual Search
Jakob2,9,134,36622,36640,20,1269.2,682.4,1325.9,633.6,126.07,76.96,false,UP,1.65,LEFT,Visual Search
Jakob2,9,135,36916,36932,18,1335.6,654.2,1415.9,638.7,128.29,88.65,false,RIGHT,1.64,LEFT,Visual Search
Jakob2,9,136,37218,37248,32,1438.6,632.2,1433.5,727.7,100.41,68.9,false,DOWN,2.3,LEFT,Visual Search
Jakob2,9,137,37596,37616,22,1428.5,720.3,1527.3,717,135.64,86.87,false,RIGHT,1.92,LEFT,Visual Search
Jakob2,9,138,37810,37834,26,1546.7,712.1,1579.8,813,147.6,96.72,false,DOWN,2.44,LEFT,Visual Search
Jakob2,9,139,38098,38336,240,1550.2,837.4,1407,1003,269.56,84.36,false,DOWN,4.6,LEFT,Visual Search
Jakob2,9,140,38568,38612,46,1409.1,1008.3,1053.2,905.2,345.66,159.57,false,LEFT,7.26,LEFT,Visual Search
Jakob2,9,141,38742,38762,22,1062.7,908.6,1042.1,815.4,161.33,95.61,false,UP,2.21,LEFT,Visual Search
Jakob2,9,142,38996,39010,16,1044.6,813.3,1033.1,773.8,75.01,56.17,false,UP,0.97,LEFT,Visual Search
Jakob2,9,143,39198,39218,22,1045.5,778.2,987.3,713.5,147.25,85.28,false,UP,1.96,LEFT,Visual Search
Jakob2,9,144,39474,39498,26,996.3,719.2,887.2,639.3,200.31,114.07,false,LEFT,2.98,LEFT,Visual Search
Jakob2,9,145,39760,39798,40,880.1,660.2,650,629.2,228.67,121.2,false,LEFT,4.81,LEFT,Visual Search
Jakob2,9,146,40104,40122,20,671.4,646.2,609.5,648.1,92.41,59.27,false,LEFT,1.27,LEFT,Visual Search
Jakob2,9,148,40660,40672,14,20.1,866,61.3,850.7,70.45,54.47,false,RIGHT,0.84,LEFT,Visual Search
Jakob2,9,149,40926,40960,36,68.2,850,132.4,665.6,221.87,123.73,false,UP,4.47,LEFT,Visual Search
Jakob2,10,1,36,52,18,135.3,658.5,79,663.3,81.54,56.4,false,LEFT,1.09,LEFT,Visual Search
Jakob2,10,2,312,364,54,93.3,672,650.1,640.3,413.22,217.37,false,RIGHT,11.1,LEFT,Visual Search
Jakob2,10,3,558,586,30,676.4,646.7,490.6,650.7,238.66,124.92,false,LEFT,3.8,LEFT,Visual Search
Jakob2,10,4,820,876,58,503.6,651.9,1091.4,824.2,491.05,228.93,false,RIGHT,12.58,LEFT,Visual Search
Jakob2,10,5,1032,1060,30,1113.9,821.1,1248.5,930.5,261.48,134.35,false,RIGHT,3.67,LEFT,Visual Search
Jakob2,10,6,1354,1416,64,1245.8,907.1,622.4,959.2,423.25,209.2,false,LEFT,12.27,LEFT,Visual Search
Jakob2,10,7,1632,1646,16,610.4,962.5,564.1,952.3,75.54,51.67,false,LEFT,0.94,LEFT,Visual Search
Jakob2,10,8,2022,2076,56,578.7,952.9,1055.1,728.7,361.08,194.18,false,RIGHT,10.86,LEFT,Visual Search
Jakob2,10,9,2282,2328,48,1059.4,735.5,1179.6,584.4,187.44,94.68,false,UP,4.45,LEFT,Visual Search
Jakob2,10,10,2482,2512,32,1187.4,601.9,1370,675.6,248.91,133.71,false,RIGHT,4.1,LEFT,Visual Search
Jakob2,10,11,2798,2820,24,1356,685.7,1473.8,644.6,184.12,106.41,false,RIGHT,2.53,LEFT,Visual Search
Jakob2,10,12,3038,3064,28,1494.1,646.3,1288.4,650.5,268.73,144.22,false,LEFT,4.08,LEFT,Visual Search
Jakob2,10,13,3230,3284,56,1293.9,660.6,1410.3,341.7,281.88,149.87,false,UP,8.31,LEFT,Visual Search
Jakob2,10,14,3522,3562,42,1416.8,348.3,1489.2,205.1,199.25,95.65,false,UP,3.96,LEFT,Visual Search
Jakob2,10,15,3824,3864,42,1490.3,200,1242.5,135.2,316.42,127.29,false,LEFT,5.36,LEFT,Visual Search
Jakob2,10,16,4100,4120,22,1255.9,141.5,1197.3,121.7,116,61.87,false,LEFT,1.33,LEFT,Visual Search
Jakob2,10,17,4270,4296,28,1213.5,123.4,1058.1,189.1,264.41,132.44,false,LEFT,3.71,LEFT,Visual Search
Jakob2,10,18,4546,4572,28,1067.8,190.8,1193.1,205.6,188.97,98.66,false,RIGHT,2.67,LEFT,Visual Search
Jakob2,10,19,4870,4890,22,1173.4,199.4,1128.4,260.6,135.82,84.56,false,DOWN,1.87,LEFT,Visual Search
Jakob2,10,20,5304,5330,28,1130,269.1,987.3,257.6,188.91,108,false,LEFT,3.04,LEFT,Visual Search
Jakob2,10,21,5488,5512,26,990.8,277.1,854.2,293.1,203.28,112.06,false,LEFT,2.93,LEFT,Visual Search
Jakob2,10,22,5746,5768,24,861.2,295,773.3,288,128.93,76.09,false,LEFT,1.88,LEFT,Visual Search
Jakob2,10,23,5974,5998,26,781.6,287.6,674,317.4,163.55,90.73,false,LEFT,2.41,LEFT,Visual Search
Jakob2,10,24,6242,6292,52,681.1,320,132.8,94.2,438.33,247.03,false,LEFT,12.72,LEFT,Visual Search
Jakob2,10,25,6526,6566,42,151.6,98.7,398.8,33.4,226.69,127.18,false,RIGHT,5.33,LEFT,Visual Search
Jakob2,10,28,7254,7296,44,236,64.9,581.9,3.9,325.65,169.66,false,RIGHT,7.37,LEFT,Visual Search
Jakob2,10,29,7580,7606,28,598,8.8,729.7,0.9,190.69,99.89,false,RIGHT,2.81,LEFT,Visual Search
Jakob2,10,33,8630,8648,20,1540.8,7.5,1600.9,27.2,99.54,64.88,false,RIGHT,1.3,LEFT,Visual Search
Jakob2,10,34,8912,8930,20,1592.2,10.5,1622.8,56.2,104.6,62.55,false,DOWN,1.32,LEFT,Visual Search
Jakob2,10,35,9232,9314,84,1613.2,53.6,191.7,177.2,640.14,357.8,false,LEFT,28.58,LEFT,Visual Search
Jakob2,10,36,9530,9546,18,215,177.6,182.9,132.9,95.21,70.19,false,UP,1.33,LEFT,Visual Search
Jakob2,10,37,9952,9978,28,184.9,140.7,365.3,174.2,232.45,132.78,false,RIGHT,3.79,LEFT,Visual Search
Jakob2,10,38,10262,10334,74,374.9,178.9,963.9,126.6,305.02,170.53,false,RIGHT,12.48,LEFT,Visual Search
Jakob2,10,39,10674,10692,20,941.4,102.6,887.5,85.9,92.12,63.44,false,LEFT,1.24,LEFT,Visual Search
Jakob2,10,40,10856,10896,42,884.9,83.2,1247.6,48.9,352.97,183.28,false,RIGHT,7.73,LEFT,Visual Search
Jakob2,10,41,11040,11102,64,1256.6,54.6,1450,198.4,269.61,101.01,false,RIGHT,5.47,LEFT,Visual Search
Jakob2,10,42,11338,11358,22,1480.6,217.3,1545.9,194.1,119.1,64.84,false,RIGHT,1.44,LEFT,Visual Search
Jakob2,10,43,11494,11538,46,1534.3,194.8,953,205.4,520.49,263.94,false,LEFT,12.01,LEFT,Visual Search
Jakob2,10,44,11770,11792,24,976.8,205.1,933.1,242.4,127.49,63.55,false,DOWN,1.36,LEFT,Visual Search
Jakob2,10,45,11934,11994,62,942.1,235.8,81.2,403.2,572.16,296.29,false,LEFT,18.11,LEFT,Visual Search
Jakob2,10,46,12294,12332,40,118.8,395.6,127.2,622.1,229.23,135.85,false,DOWN,5.59,LEFT,Visual Search
Jakob2,10,47,12590,12636,48,126.5,602.5,123.2,945.4,256.66,165.81,false,DOWN,7.96,LEFT,Visual Search
Jakob2,10,48,12766,12810,46,134.8,924.6,167.1,579.2,348.02,176.5,false,UP,8.1,LEFT,Visual Search
Jakob2,10,49,12948,12996,50,166.2,588.3,496.2,911.9,511.7,218.05,false,DOWN,10.03,LEFT,Visual Search
Jakob2,10,50,13216,13256,42,525.8,919.1,119.7,984.3,345.79,190.09,false,LEFT,7.89,LEFT,Visual Search
Jakob2,10,51,13396,13440,46,136.9,984.7,581.9,943.7,351.95,187.38,false,RIGHT,8.55,LEFT,Visual Search
Jakob2,10,52,13818,13862,46,582.2,942.2,180.2,931,340.89,169.28,false,LEFT,7.74,LEFT,Visual Search
Jakob2,10,53,13994,14016,24,200.5,936.6,80.3,869.9,190.92,110.21,false,LEFT,2.71,LEFT,Visual Search
Jakob2,10,56,14836,14854,20,483.2,698.5,534.6,641.4,132.74,86.58,false,UP,1.74,LEFT,Visual Search
Jakob2,10,57,15084,15104,22,543.9,645.9,479,686.5,124.26,71.96,false,LEFT,1.65,LEFT,Visual Search
Jakob2,10,58,15492,15530,40,487.9,692.2,703.4,514.9,307.16,157.25,false,RIGHT,6.25,LEFT,Visual Search
Jakob2,10,59,15786,15804,20,728.9,529.6,685.4,486.1,103.27,70.6,false,UP,1.43,LEFT,Visual Search
Jakob2,10,60,15994,16022,30,684.6,497.6,755.9,622.5,216.5,118.21,false,DOWN,3.48,LEFT,Visual Search
Jakob2,10,61,16442,16490,50,752.9,598.7,1060.7,863.8,394.43,185.82,false,DOWN,8.96,LEFT,Visual Search
Jakob2,10,62,16764,17046,284,1082.3,846.1,1281.7,952.9,327.03,65.6,false,RIGHT,4.62,LEFT,Visual Search
Jakob2,10,63,17252,17326,76,1280.3,955.5,1568.3,768,258.69,105.25,false,RIGHT,7,LEFT,Visual Search
Jakob2,10,64,17474,17490,18,1574.6,780.6,1573.2,785.7,48.86,36.06,false,.,0.12,LEFT,Visual Search
Jakob2,10,65,17528,17532,6,1571.9,773.5,1567.3,794.8,41.56,34.09,false,DOWN,0.5,LEFT,Visual Search
Jakob2,10,66,17644,17710,68,1575.6,782.6,1575.5,781.5,116.07,52.87,false,.,0.03,LEFT,Visual Search
Jakob2,10,67,17734,17838,106,1583.1,786.3,1366.7,883.2,268.9,79.26,false,LEFT,4.71,LEFT,Visual Search
Jakob2,10,68,18004,18058,56,1376.4,883.5,1469.5,535.9,263.48,153.38,false,UP,8.46,LEFT,Visual Search
Jakob2,10,69,18334,18350,18,1469.7,540.6,1499.8,495.4,109.09,65.68,false,UP,1.27,LEFT,Visual Search
Jakob2,10,70,18564,18586,24,1514.5,531.2,1625.9,548.9,154.51,91.29,false,RIGHT,2.22,LEFT,Visual Search
Jakob2,10,71,18732,18774,44,1629.8,561.3,1592.6,260.3,347.88,172.74,false,UP,7.52,LEFT,Visual Search
Jakob2,10,72,19002,19024,24,1594.5,230,1573.8,163.4,102.25,68.76,false,UP,1.75,LEFT,Visual Search
Jakob2,10,73,19536,19554,20,1595.1,165.9,1573.8,110.5,98.24,70.77,false,UP,1.48,LEFT,Visual Search
Jakob2,10,74,19688,19752,66,1579.5,112.8,1294.9,508.5,393.02,199.95,false,DOWN,11.57,LEFT,Visual Search
Jakob2,10,75,20004,20024,22,1300.4,528.6,1287.2,442.7,159.88,94.56,false,UP,2.19,LEFT,Visual Search
Jakob2,10,76,20292,20350,60,1299.1,434.8,567.2,381,520.77,257.81,false,LEFT,15.23,LEFT,Visual Search
Jakob2,10,77,20582,20602,22,575.9,385.1,489.8,421,136.76,87.45,false,LEFT,2.02,LEFT,Visual Search
Jakob2,10,78,20862,20918,58,505.6,419.6,153.9,502.4,229.71,127.97,false,LEFT,7.42,LEFT,Visual Search
Jakob2,10,79,21266,21280,16,174.1,504.4,130.8,528.5,80.07,60.94,false,LEFT,1.04,LEFT,Visual Search
Jakob2,10,80,21480,21504,26,130.1,519.6,55.1,434.7,171.94,101.89,false,UP,2.57,LEFT,Visual Search
Jakob2,10,81,21760,21820,62,65.1,421.3,635.8,415.3,386.97,202.63,false,RIGHT,11.55,LEFT,Visual Search
Jakob2,10,82,22124,22164,42,666.7,437.6,860.4,632.4,294.99,162.51,false,DOWN,6.37,LEFT,Visual Search
Jakob2,10,83,22402,22510,110,867.9,607.7,1461.9,714.5,270.57,144.22,false,RIGHT,12.23,LEFT,Visual Search
Jakob2,10,84,22754,22806,54,1487.6,708.7,783.8,508.8,600.6,281.1,false,LEFT,15.03,LEFT,Visual Search
Jakob2,10,85,23012,23028,18,808.2,525.7,792.8,483.8,86.3,60.12,false,UP,1.12,LEFT,Visual Search
Jakob2,10,86,23816,23864,50,787.8,488.5,572.4,402.6,195.56,101.55,false,LEFT,5.03,LEFT,Visual Search
Jakob2,10,87,24028,24048,22,583.3,412.8,491.3,451.8,154.25,94.29,false,LEFT,2.16,LEFT,Visual Search
Jakob2,10,88,24386,24428,44,511,449.7,204.5,526.8,250.57,153.87,false,LEFT,6.53,LEFT,Visual Search
Jakob2,10,89,24716,24736,22,227.7,510.6,144.1,530,121.44,76.08,false,LEFT,1.72,LEFT,Visual Search
Jakob2,10,90,24962,24996,36,133.9,538.3,466.6,451.9,364.46,196.71,false,RIGHT,7.04,LEFT,Visual Search
Jakob2,10,91,25296,25312,18,498.6,440.6,449.7,414.9,93.01,62.63,false,LEFT,1.21,LEFT,Visual Search
Jakob2,10,92,25554,25564,12,441.2,413.4,414.4,400.8,56.61,45.29,false,LEFT,0.64,LEFT,Visual Search
Jakob2,10,93,25742,25762,22,418.4,407.7,361.1,471.9,150.88,87.38,false,DOWN,2.01,LEFT,Visual Search
Jakob2,10,94,25982,26018,38,374.5,464.4,428.8,315.6,164.37,105.15,false,UP,3.98,LEFT,Visual Search
Jakob2,10,95,26252,26286,36,447.1,300.2,280.1,400.7,217.54,120.7,false,LEFT,4.3,LEFT,Visual Search
Jakob2,10,96,26472,26514,44,276.1,396,233.3,626.7,223.77,130.65,false,DOWN,5.8,LEFT,Visual Search
Jakob2,10,97,26792,26806,16,232.8,620.8,190.5,606.7,73.02,49.84,false,LEFT,0.9,LEFT,Visual Search
Jakob2,10,98,26948,26992,46,195.6,610.9,60.7,306.5,304.67,178.02,false,UP,8.01,LEFT,Visual Search
Jakob2,10,99,27336,27388,54,56.3,282.9,543.9,173.8,376.46,192.33,false,RIGHT,10.32,LEFT,Visual Search
Jakob2,10,100,27682,27760,80,546.7,159.8,959.4,689.1,343.58,215.49,false,DOWN,15.96,LEFT,Visual Search
Jakob2,10,101,28000,28040,42,976.7,726.7,889.4,588.6,162.35,89.7,false,UP,3.85,LEFT,Visual Search
Jakob2,10,102,28402,28432,32,887.1,578.2,1073.6,571.4,228.91,124.39,false,RIGHT,3.88,LEFT,Visual Search
Jakob2,10,103,28698,28738,42,1103.8,556,1456.8,630.7,325.33,180.82,false,RIGHT,7.36,LEFT,Visual Search
Jakob2,10,104,28850,28878,30,1459.8,638.9,1677.3,617.7,282.32,142.29,false,RIGHT,4.23,LEFT,Visual Search
Jakob2,10,106,29488,29520,34,1659.7,590.6,1385.3,603.1,311.08,157.6,false,LEFT,5.37,LEFT,Visual Search
Jakob2,10,107,29746,29786,42,1397.1,613.4,1435.1,448.3,208.5,100.31,false,UP,4.17,LEFT,Visual Search
Jakob2,10,108,30134,30156,24,1450,461.7,1521,572.8,200.27,129.15,false,DOWN,3.1,LEFT,Visual Search
Jakob2,10,109,30488,30508,22,1507.7,603.8,1453.9,672.1,124.9,90.16,false,DOWN,1.96,LEFT,Visual Search
Jakob2,10,110,30716,30764,50,1446.9,695,1536.5,263.8,376.25,221.17,false,UP,10.82,LEFT,Visual Search
Jakob2,10,111,30984,31006,24,1536.2,246.9,1563.9,182,135.37,77.94,false,UP,1.75,LEFT,Visual Search
Jakob2,10,112,31292,31308,18,1576.8,170.8,1573.1,128.7,65.53,53.46,false,UP,1.08,LEFT,Visual Search
Jakob2,10,113,31482,31518,38,1579.4,127.1,1609.7,341.8,258.46,144.41,false,DOWN,5.49,LEFT,Visual Search
Jakob2,10,114,31798,31842,46,1604.1,343.5,1215,278.7,385.11,175.51,false,LEFT,8.05,LEFT,Visual Search
Jakob2,10,115,32092,32116,26,1243.3,281,1108.3,257,194.9,110.66,false,LEFT,2.9,LEFT,Visual Search
Jakob2,10,116,32280,32298,20,1108.6,255.4,1037.5,254.8,117.27,71.26,false,LEFT,1.5,LEFT,Visual Search
Jakob2,10,117,32482,32506,26,1051,253.4,932,253.8,164,95.64,false,LEFT,2.53,LEFT,Visual Search
Jakob2,10,118,32794,32802,10,942.5,268.1,963.1,277.2,54.23,47.04,false,.,0.5,LEFT,Visual Search
Jakob2,10,119,33128,33154,28,964.3,286.7,794.7,346.8,240.78,142.29,false,LEFT,3.93,LEFT,Visual Search
Jakob2,10,120,33434,33454,22,785.2,359.2,744.5,431.1,151.27,94.38,false,DOWN,2.06,LEFT,Visual Search
Jakob2,10,121,33778,33786,10,756.6,443.2,783.9,444.3,58.07,50.86,false,RIGHT,0.58,LEFT,Visual Search
Jakob2,10,122,33908,33964,58,782.4,460.6,1135.4,169.2,424.85,186.92,false,UP,10.63,LEFT,Visual Search
Jakob2,10,123,34434,34444,12,1153.7,190,1173,204.3,50.71,42.53,false,RIGHT,0.55,LEFT,Visual Search
Jakob2,10,124,35230,35254,26,1157.2,187.6,1230.6,152.2,104.73,73.33,false,RIGHT,1.8,LEFT,Visual Search
Jakob2,10,125,35540,35552,14,1240.4,137.9,1209.3,123.8,63.69,50.74,false,LEFT,0.75,LEFT,Visual Search
Jakob2,10,126,35836,35858,24,1227.5,139.4,1299.5,91.2,127.8,80.96,false,RIGHT,1.97,LEFT,Visual Search
Jakob2,10,127,36276,36332,58,1308.5,74.4,824.5,85.5,448.56,193.2,false,LEFT,10.22,LEFT,Visual Search
Jakob2,10,128,36524,36550,28,820.5,87.4,668,100.4,193.77,117.03,false,LEFT,3.28,LEFT,Visual Search
Jakob2,10,129,36844,36864,22,661.8,116,587.3,118.9,113.18,70.51,false,LEFT,1.59,LEFT,Visual Search
Jakob2,10,130,37142,37158,18,591.2,106.4,566.4,70.9,82.96,54.58,false,UP,1.08,LEFT,Visual Search
Jakob2,10,131,37478,37504,28,567.8,91.5,727.9,66.1,222.35,123.62,false,RIGHT,3.47,LEFT,Visual Search
Jakob2,10,132,37792,37814,24,733.4,73.6,759.3,171,188.93,113.25,false,DOWN,2.65,LEFT,Visual Search
Jakob2,10,133,37944,37972,30,755,184.2,617.7,63,253.02,149.06,false,UP,4.35,LEFT,Visual Search
Jakob2,10,134,38260,38266,8,592.5,35.1,603.5,25.9,44.68,40.06,false,.,0.34,LEFT,Visual Search
Jakob2,10,135,38580,38630,52,614.3,23.3,97.7,104.5,376.34,210.31,false,LEFT,10.83,LEFT,Visual Search
Jakob2,10,136,38902,38924,24,124.9,108.7,178.2,174.9,131.61,83.25,false,DOWN,2.01,LEFT,Visual Search
Jakob2,10,137,39146,39184,40,179.9,165,311.8,364.9,274.24,147.34,false,DOWN,5.79,LEFT,Visual Search
Jakob2,10,138,39414,39438,26,323.2,359,457.5,367.5,186.42,106.48,false,RIGHT,2.78,LEFT,Visual Search
Jakob2,10,139,39778,39802,26,477.8,366.5,610.2,283.6,246.01,135.71,false,RIGHT,3.52,LEFT,Visual Search
Jakob2,10,140,40008,40026,20,648.8,272,713,287,108.72,68.98,false,RIGHT,1.42,LEFT,Visual Search
Jakob2,10,141,40340,40374,36,708.5,279,893.4,250.8,185.11,110.33,false,RIGHT,4.01,LEFT,Visual Search
Jakob2,10,142,40638,40658,22,898.4,237.4,972.3,192.4,142.78,86.13,false,RIGHT,1.98,LEFT,Visual Search
Jakob2,10,143,40950,40960,12,970.9,211.6,966.3,232.1,54.24,46.32,false,DOWN,0.55,LEFT,Visual Search
Lina2,1,1,346,390,46,607.9,335,638.4,586.1,399,165.7,false,DOWN,6.45,RIGHT,Visual Search
Lina2,1,2,506,558,54,637.9,596.9,228,698,323.98,174.87,false,LEFT,8.61,RIGHT,Visual Search
Lina2,1,3,762,786,26,218.5,702.2,168.8,812.6,201.25,103.29,false,DOWN,2.77,RIGHT,Visual Search
Lina2,1,4,934,964,32,170,796.8,364.7,783.9,229.45,117.03,false,RIGHT,3.80,RIGHT,Visual Search
Lina2,1,5,1164,1194,32,350.3,794.5,568.2,763,250.38,136.15,false,RIGHT,4.40,RIGHT,Visual Search
Lina2,1,6,1662,1694,34,555.1,780.6,786.5,796.1,229.85,135.73,false,RIGHT,4.68,RIGHT,Visual Search
Lina2,1,7,1920,1940,22,770.5,799.4,867.5,796.9,142.75,85.37,false,RIGHT,1.96,RIGHT,Visual Search
Lina2,1,8,2160,2190,32,856.3,796,1050,803.7,194.77,119.78,false,RIGHT,3.91,RIGHT,Visual Search
Lina2,1,9,2356,2390,36,1033.3,808.7,1281.3,872.5,256.23,141.56,false,RIGHT,5.14,RIGHT,Visual Search
Lina2,1,10,2662,2682,22,1266.3,875.1,1355.8,859.7,116.75,80.9,false,RIGHT,1.78,RIGHT,Visual Search
Lina2,1,11,3044,3074,32,1363.6,858.4,1528.3,864,162.63,97.65,false,RIGHT,3.16,RIGHT,Visual Search
Lina2,1,12,3554,3570,18,1521.1,884.4,1585.9,878.2,88.57,65.35,false,RIGHT,1.23,RIGHT,Visual Search
Lina2,1,13,3974,4012,40,1578,886,1322.4,789,229.14,133.76,false,LEFT,5.40,RIGHT,Visual Search
Lina2,1,14,4342,4378,38,1322.4,802.3,1040.7,753.8,272.21,149.4,false,LEFT,5.75,RIGHT,Visual Search
Lina2,1,15,4814,4846,34,1046.4,759.9,843.8,732.1,214.09,121.31,false,LEFT,4.18,RIGHT,Visual Search
Lina2,1,16,5110,5136,28,841.7,739.2,693.8,731.1,189.59,105.31,false,LEFT,3.02,RIGHT,Visual Search
Lina2,1,17,5508,5528,22,693.8,737,605.7,739,122.72,78.52,false,LEFT,1.79,RIGHT,Visual Search
Lina2,1,18,5758,5796,40,613.2,740.7,329.4,741.1,238.95,141.95,false,LEFT,5.68,RIGHT,Visual Search
Lina2,1,19,6078,6100,24,338.2,743.2,244.6,736.6,114.18,76.94,false,LEFT,1.85,RIGHT,Visual Search
Lina2,1,20,6512,6532,22,230.6,745.5,151,709.8,117.84,78.22,false,LEFT,1.76,RIGHT,Visual Search
Lina2,1,21,6876,6896,22,145.4,716,201.2,669.6,111.06,66.25,false,UP,1.55,RIGHT,Visual Search
Lina2,1,22,7062,7082,22,199,677.7,293.8,679.4,132.3,81.65,false,RIGHT,1.87,RIGHT,Visual Search
Lina2,1,23,7296,7326,32,285.5,693.2,434.5,682.9,164.11,90.69,false,RIGHT,2.98,RIGHT,Visual Search
Lina2,1,24,7636,7652,18,423.2,688.5,485.5,704.6,91.54,68.27,false,RIGHT,1.32,RIGHT,Visual Search
Lina2,1,25,8036,8056,22,483.1,700.1,575.2,690.9,146.07,83.53,false,RIGHT,1.88,RIGHT,Visual Search
Lina2,1,26,8308,8330,24,579.2,703,691.6,678.7,171.75,96.72,false,RIGHT,2.37,RIGHT,Visual Search
Lina2,1,27,8488,8506,20,682.4,676.5,750.2,662.2,99.98,66.71,false,RIGHT,1.44,RIGHT,Visual Search
Lina2,1,28,9332,9342,12,726.9,680.1,754.6,670.1,58.08,46.62,false,RIGHT,0.62,RIGHT,Visual Search
Lina2,1,29,9476,9496,22,759.4,668.8,842.2,655.5,112.59,77.76,false,RIGHT,1.74,RIGHT,Visual Search
Lina2,1,30,9870,9886,18,846,658.6,901.9,658.5,90.08,62.42,false,RIGHT,1.15,RIGHT,Visual Search
Lina2,1,31,10120,10442,324,900.1,658.4,995.5,680.5,1180.1,339.24,true,RIGHT,2.04,RIGHT,Visual Search
Lina2,1,32,10664,10686,24,991.2,680.4,1081.5,671.1,119.69,73.48,false,RIGHT,1.86,RIGHT,Visual Search
Lina2,1,33,11202,11226,26,1054.2,669.2,1173.8,659.2,140.36,90.61,false,RIGHT,2.45,RIGHT,Visual Search
Lina2,1,34,11632,11662,32,1150.3,667.2,1335.3,686.6,209.42,115.17,false,RIGHT,3.76,RIGHT,Visual Search
Lina2,1,35,12134,12164,32,1309.7,693.6,1470.5,707.9,158.72,97.97,false,RIGHT,3.19,RIGHT,Visual Search
